"vehicle","colour","passing.distance","street","helmet","kerb","datetime","bikelane","city"
"LGV","White",1.901,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Grey",1.207,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Blue",1.465,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Red",1.623,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Blue",1.239,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Grey",1.495,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Red",1.644,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"LGV","White",1.759,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Black",1.979,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"SUV","Red",1.861,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Grey",2.088,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"SUV","Blue",1.916,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Blue",1.673,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Blue",1.85,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Black",2.214,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Red",1.698,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Black",2.181,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Blue",2.66,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Grey",1.947,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Blue",2.102,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Blue",1.888,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Red",2.21,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"SUV","Green",2.183,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Grey",2.021,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"SUV","Green",2.08,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Grey",1.948,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Red",1.839,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Blue",1.446,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Red",1.314,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Black",1.54,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Blue",1.418,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Blue",1.827,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Blue",1.883,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","White",1.469,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"SUV","Black",1.483,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Black",1.691,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Black",1.999,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"LGV","White",1.245,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Blue",2.378,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Red",1.607,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Grey",1.688,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Blue",1.573,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Grey",1.572,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"SUV","White",1.713,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Red",1.143,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Car","Red",1.503,"Main","N",0.25,2006-05-20 15:34:00,"N","Salisbury"
"Taxi","White",1.876,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Grey",1.681,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Black",2.185,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Grey",1.964,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Blue",1.64,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"SUV","Black",1.587,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Grey",2.575,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Black",1.673,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Blue",1.84,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Blue",1.761,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Black",1.413,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"PTW",NA,1.248,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Grey",1.284,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Grey",1.94,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Black",2.073,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Black",1.557,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Grey",2.022,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Grey",1.938,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Grey",1.875,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Bus","Red",1.528,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Bus","Red",1.348,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Red",1.916,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","White",2.183,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Blue",1.763,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"LGV","Blue",1.804,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Blue",1.792,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Grey",1.904,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Black",1.646,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Blue",1.561,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Blue",1.726,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Green",1.648,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Grey",1.248,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Red",1.633,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Grey",1.891,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"SUV","White",2.328,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Taxi","Blue",1.845,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Blue",2.254,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"SUV","White",1.702,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Black",2.204,"Residential","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Bus","White",1.681,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Blue",1.73,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Red",1.616,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Blue",1.673,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Red",1.478,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Other",1.407,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Black",1.917,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Black",1.39,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Black",1.793,"Main","Y",0.25,2006-05-20 16:00:00,"N","Salisbury"
"Car","Green",2.027,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Blue",2.064,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Red",1.539,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Red",1.869,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"SUV","Black",1.84,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Grey",1.292,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Red",1.362,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","White",1.432,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Grey",1.36,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Blue",1.456,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Blue",1.224,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"LGV","Grey",1.548,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Green",1.6,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Blue",1.182,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Blue",1.465,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Blue",1.319,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Grey",1.224,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"SUV","Grey",1.831,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Blue",1.693,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Blue",1.879,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","White",1.53,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Grey",1.53,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Grey",2.098,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Green",1.93,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Grey",2.282,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Blue",2.133,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Grey",1.913,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Red",1.775,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"SUV","Blue",1.365,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Red",1.796,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Green",1.871,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Grey",1.927,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Red",1.47,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Blue",1.695,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"LGV","White",1.31,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"LGV","Grey",1.181,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Red",1.464,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Blue",2.131,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"SUV","Blue",1.892,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Taxi","Blue",1.777,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Grey",1.922,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Blue",2.018,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Black",1.509,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Red",1.527,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Grey",1.305,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Black",1.416,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Blue",0.962,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Grey",1.174,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"SUV","Black",1.415,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Blue",1.828,"Main","Y",0.25,2006-05-20 16:30:00,"N","Salisbury"
"Car","Grey",1.377,"Main","Y",0.25,2006-05-20 16:51:00,"N","Salisbury"
"Car","White",1.585,"Main","Y",0.25,2006-05-20 16:51:00,"N","Salisbury"
"Taxi","Blue",1.694,"Main","Y",0.25,2006-05-20 16:51:00,"N","Salisbury"
"Car","Blue",1.401,"Main","Y",0.25,2006-05-20 16:51:00,"N","Salisbury"
"Car","Blue",1.547,"Main","Y",0.25,2006-05-20 16:51:00,"N","Salisbury"
"Car","Black",1.48,"Main","Y",0.25,2006-05-20 16:51:00,"N","Salisbury"
"Car","Blue",1.506,"Main","Y",0.25,2006-05-20 16:51:00,"N","Salisbury"
"Car","Black",1.697,"Main","Y",0.25,2006-05-20 16:51:00,"N","Salisbury"
"Car","White",1.634,"Main","Y",0.25,2006-05-20 16:51:00,"N","Salisbury"
"Car","Grey",1.446,"Main","Y",0.25,2006-05-20 16:51:00,"N","Salisbury"
"Car","Black",1.349,"Main","Y",0.25,2006-05-20 16:51:00,"N","Salisbury"
"Car","Red",1.653,"Main","Y",0.25,2006-05-20 16:51:00,"N","Salisbury"
"Car","Black",1.388,"Main","Y",0.25,2006-05-20 16:51:00,"N","Salisbury"
"Car","Blue",1.506,"Main","Y",0.25,2006-05-20 16:51:00,"N","Salisbury"
"Car","Red",2.192,"Main","Y",0.25,2006-05-20 16:51:00,"N","Salisbury"
"Car","Blue",1.524,"Main","Y",0.25,2006-05-20 16:51:00,"N","Salisbury"
"Car","Blue",1.537,"Main","Y",0.25,2006-05-20 16:51:00,"N","Salisbury"
"Car","Red",1.57,"Main","Y",0.25,2006-05-20 16:51:00,"N","Salisbury"
"Car","Grey",2.139,"Main","Y",0.25,2006-05-20 16:51:00,"N","Salisbury"
"Car","Grey",1.631,"Main","Y",0.25,2006-05-20 16:51:00,"N","Salisbury"
"Car","Blue",1.241,"Main","Y",0.25,2006-05-20 16:51:00,"N","Salisbury"
"Car","Red",1.282,"Main","Y",0.25,2006-05-20 16:51:00,"N","Salisbury"
"Car","Grey",1.298,"Main","Y",0.25,2006-05-20 16:51:00,"N","Salisbury"
"Car","White",1.199,"Main","Y",0.25,2006-05-20 16:51:00,"N","Salisbury"
"LGV","White",1.179,"Main","Y",0.25,2006-05-20 16:51:00,"N","Salisbury"
"SUV","Red",1.756,"Main","Y",0.25,2006-05-20 16:51:00,"N","Salisbury"
"Car","Blue",2.49,"Main","Y",0.25,2006-05-20 16:51:00,"N","Salisbury"
"Bus","White",1.256,"Main","Y",0.25,2006-05-20 16:51:00,"N","Salisbury"
"Car","Grey",1.648,"Residential","Y",0.25,2006-05-20 16:51:00,"N","Salisbury"
"Car","Grey",1.442,"Residential","Y",0.25,2006-05-20 16:51:00,"N","Salisbury"
"Bus","White",1.815,"Urban","N",0.25,2006-05-25 11:13:00,"N","Salisbury"
"LGV","Blue",1.823,"OneWay1","N",0.25,2006-05-25 11:25:00,"N","Salisbury"
"Car","Grey",1.124,"Urban","N",0.25,2006-05-25 11:25:00,"N","Salisbury"
"Car","Blue",2.249,"Urban","N",0.25,2006-05-25 11:25:00,"N","Salisbury"
"LGV","White",1.947,"Urban","N",0.25,2006-05-25 11:25:00,"N","Salisbury"
"LGV","Grey",1.829,"Urban","N",0.25,2006-05-25 11:25:00,"N","Salisbury"
"LGV","Grey",2.01,"Urban","N",0.25,2006-05-25 11:25:00,"N","Salisbury"
"LGV","White",2.092,"Urban","N",0.25,2006-05-25 11:25:00,"N","Salisbury"
"Car","Grey",1.554,"Urban","N",0.25,2006-05-25 11:25:00,"N","Salisbury"
"Car","Grey",0.672,"Urban","N",0.25,2006-05-25 11:25:00,"N","Salisbury"
"Car","Grey",1.583,"Urban","N",0.25,2006-05-25 11:25:00,"N","Salisbury"
"LGV","White",1.627,"Urban","N",0.25,2006-05-25 11:25:00,"N","Salisbury"
"Car","Black",1.611,"Urban","N",0.25,2006-05-25 11:25:00,"N","Salisbury"
"PTW",NA,1.198,"Urban","N",0.25,2006-05-25 11:25:00,"N","Salisbury"
"PTW",NA,1.071,"Urban","N",0.25,2006-05-25 11:25:00,"N","Salisbury"
"PTW",NA,1.271,"Urban","N",0.25,2006-05-25 11:25:00,"N","Salisbury"
"PTW",NA,1.493,"Urban","N",0.25,2006-05-25 11:25:00,"N","Salisbury"
"PTW",NA,1.237,"Urban","N",0.25,2006-05-25 11:25:00,"N","Salisbury"
"PTW",NA,1.47,"Urban","N",0.25,2006-05-25 11:25:00,"N","Salisbury"
"LGV","White",1.544,"Urban","N",0.25,2006-05-25 11:25:00,"N","Salisbury"
"SUV","Blue",2.075,"Residential","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Grey",2.289,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Blue",2.661,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Red",1.544,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Blue",2.023,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Green",2.024,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"SUV","Red",1.998,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Grey",1.471,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Grey",2.331,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Red",2.498,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"SUV","Black",2.068,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Blue",1.893,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"HGV","White",1.318,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Grey",1.742,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Red",1.574,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Grey",1.874,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"LGV","White",1.486,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"HGV","White",2.058,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Green",2.043,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Blue",1.746,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Grey",1.537,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Grey",1.23,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"LGV","White",1.339,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Grey",1.374,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Green",1.801,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Grey",1.563,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Grey",1.792,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Red",2.211,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Grey",1.85,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"LGV","White",1.794,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Green",1.31,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"HGV","White",2.092,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"LGV","White",2.395,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Black",1.859,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Grey",1.874,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Blue",2.086,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Blue",2.047,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Black",1.986,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Grey",1.412,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Red",1.635,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"LGV","Grey",1.254,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"LGV","White",1.915,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Black",2.132,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"LGV","White",1.479,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Black",1.823,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","White",1.487,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Grey",1.789,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"HGV","White",1.739,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Grey",1.482,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Blue",1.823,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Blue",1.892,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"LGV","White",2.338,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"LGV","White",1.388,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"SUV","Green",2.03,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Grey",1.613,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Grey",2.277,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Black",1.841,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Black",1.581,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Grey",1.781,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"Car","Black",1.958,"Main","N",0.25,2006-05-25 11:44:00,"N","Salisbury"
"LGV","White",1.736,"Residential","N",0.25,2006-05-25 11:55:00,"N","Salisbury"
"LGV","White",1.464,"Residential","N",0.25,2006-05-25 11:55:00,"N","Salisbury"
"LGV","White",1.685,"Main","N",0.25,2006-05-25 11:55:00,"N","Salisbury"
"HGV","White",2.04,"Main","N",0.25,2006-05-25 11:55:00,"N","Salisbury"
"Car","Blue",1.613,"Main","N",0.25,2006-05-25 11:55:00,"N","Salisbury"
"Car","Blue",1.299,"Main","N",0.25,2006-05-25 11:55:00,"N","Salisbury"
"HGV","White",2.11,"Main","N",0.25,2006-05-25 11:55:00,"N","Salisbury"
"Car","Grey",2.333,"Main","N",0.25,2006-05-25 11:55:00,"N","Salisbury"
"Car","Blue",1.752,"Main","N",0.25,2006-05-25 11:55:00,"N","Salisbury"
"Car","Grey",1.389,"Main","N",0.25,2006-05-25 11:55:00,"N","Salisbury"
"LGV","Red",2.227,"Main","N",0.25,2006-05-25 11:55:00,"N","Salisbury"
"Bus","Red",1.384,"Main","N",0.25,2006-05-25 11:55:00,"N","Salisbury"
"Car","Grey",1.839,"Main","N",0.25,2006-05-25 11:55:00,"N","Salisbury"
"Car","Blue",2.859,"Main","N",0.25,2006-05-25 11:55:00,"N","Salisbury"
"Car","White",1.861,"Main","N",0.25,2006-05-25 11:55:00,"N","Salisbury"
"Car","Black",1.319,"Main","N",0.25,2006-05-25 11:55:00,"N","Salisbury"
"Taxi","Black",1.482,"Main","N",0.25,2006-05-25 11:55:00,"N","Salisbury"
"LGV","Red",1.345,"Main","N",0.25,2006-05-25 11:55:00,"N","Salisbury"
"Car","Grey",1.024,"Main","N",0.25,2006-05-25 11:55:00,"N","Salisbury"
"SUV","Green",1.077,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"Car","Blue",1.118,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"Car","Blue",1.587,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"Bus","Red",1.45,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"Car","Other",1.588,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"HGV","Red",2.109,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"HGV","White",1.202,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"Car","Blue",1.899,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"LGV","White",1.575,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"Car","Blue",1.576,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"Car","Red",2.011,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"Car","Grey",1.569,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"Car","Blue",1.658,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"Car","Grey",3.215,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"Car","Grey",1.835,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"Car","Blue",1.322,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"Car","Blue",1.6,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"Car","Red",1.765,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"Car","Blue",1.562,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"Car","Grey",2.164,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"Car","Black",1.464,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"Car","Black",2.116,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"Car","Red",2.097,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"Car","Black",2.52,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"Car","Grey",1.861,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"Car","Blue",2.639,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"Car","Black",1.484,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"Car","Red",1.564,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"Car","Red",1.827,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"Car","Grey",1.633,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"Car","Green",1.875,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"Car","Blue",1.56,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"Car","Red",1.377,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"Car","Grey",1.635,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"Car","Grey",1.584,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
"Taxi","Black",1.304,"Main","N",0.25,2006-05-25 12:10:00,"N","Salisbury"
